"","Make","Model","Year","Engine_Fuel_Type","Engine_HP","Engine_Cylinders","Transmission_Type","Driven_Wheels","Number_of_Doors","Market_Category","Vehicle_Size","Vehicle_Style","highway_MPG","city_mpg","Popularity","MSRP","obs_number"
"230","Chrysler","300",2017,"regular unleaded",292,6,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Sedan",30,19,1013,32340,176
"234","Chrysler","300M",2002,"premium unleaded (required)",250,6,"AUTOMATIC","front wheel drive",4,"Performance","Large","Sedan",24,16,1013,30302.5,177
"236","Chrysler","300M",2003,"premium unleaded (required)",255,6,"AUTOMATIC","front wheel drive",4,"Performance","Large","Sedan",25,16,1013,32315,178
"237","Chrysler","300M",2003,"regular unleaded",250,6,"AUTOMATIC","front wheel drive",4,"Performance","Large","Sedan",25,16,1013,28885,179
"238","Chrysler","300M",2004,"regular unleaded",250,6,"AUTOMATIC","front wheel drive",4,"Performance","Large","Sedan",25,16,1013,29185,180
"239","Chrysler","300M",2004,"premium unleaded (required)",255,6,"AUTOMATIC","front wheel drive",4,"Performance","Large","Sedan",25,16,1013,32615,181
"240","Nissan","300ZX",1994,"regular unleaded",222,6,"MANUAL","rear wheel drive",2,"Performance","Compact","Convertible",22,16,2009,2847,182
"241","Nissan","300ZX",1994,"regular unleaded",222,6,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",22,16,2009,2520.5,183
"242","Nissan","300ZX",1994,"regular unleaded",300,6,"MANUAL","rear wheel drive",2,"Hatchback,Performance","Compact","2dr Hatchback",22,16,2009,2683,184
"244","Nissan","300ZX",1995,"regular unleaded",300,6,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",22,16,2009,3049,185
"245","Nissan","300ZX",1995,"regular unleaded",222,6,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",22,17,2009,2738,186
"247","Nissan","300ZX",1995,"regular unleaded",222,6,"MANUAL","rear wheel drive",2,"Performance","Compact","Convertible",22,17,2009,3101,187
"248","Nissan","300ZX",1996,"regular unleaded",300,6,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",22,16,2009,3510,188
"249","Nissan","300ZX",1996,"regular unleaded",222,6,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",22,17,2009,3146,189
"250","Nissan","300ZX",1996,"regular unleaded",222,6,"MANUAL","rear wheel drive",2,"Performance","Compact","Convertible",22,17,2009,3624,190
"252","Mazda","323",1992,"regular unleaded",82,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",33,25,586,2000,191
"254","Mazda","323",1993,"regular unleaded",82,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",33,25,586,2000,192
"255","Mazda","323",1993,"regular unleaded",82,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",32,24,586,2000,193
"256","Mazda","323",1994,"regular unleaded",82,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",33,25,586,2000,194
"257","Mercedes-Benz","350-Class",1990,"diesel",134,6,"AUTOMATIC","rear wheel drive",4,"Diesel,Luxury","Large","Sedan",23,19,617,2121,195
"259","Mercedes-Benz","350-Class",1991,"diesel",134,6,"AUTOMATIC","rear wheel drive",4,"Diesel,Luxury","Large","Sedan",23,19,617,2244.5,196
"261","Nissan","350Z",2007,"regular unleaded",306,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",23,17,2009,38900,197
"263","Nissan","350Z",2007,"regular unleaded",306,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Coupe",24,17,2009,33633.3333333333,198
"265","Nissan","350Z",2007,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",25,18,2009,31575,199
"267","Nissan","350Z",2007,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Convertible",24,17,2009,37900,200
"273","Nissan","350Z",2007,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"Factory Tuner,High-Performance","Compact","Coupe",25,18,2009,38070,201
"275","Nissan","350Z",2008,"regular unleaded",306,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Coupe",24,17,2009,34263.3333333333,202
"276","Nissan","350Z",2008,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Convertible",24,17,2009,38630,203
"277","Nissan","350Z",2008,"regular unleaded",306,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",23,17,2009,39630,204
"281","Nissan","350Z",2008,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",25,18,2009,32200,205
"283","Nissan","350Z",2008,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"Factory Tuner,High-Performance","Compact","Coupe",25,18,2009,38680,206
"289","Nissan","350Z",2009,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Convertible",24,17,2009,39220,207
"291","Nissan","350Z",2009,"regular unleaded",306,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",23,17,2009,40220,208
"295","Ferrari","360",2002,"premium unleaded (required)",400,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",15,10,2774,160829,209
"296","Ferrari","360",2002,"premium unleaded (required)",400,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",15,10,2774,140615,210
"297","Ferrari","360",2002,"premium unleaded (required)",400,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",15,10,2774,150694,211
"298","Ferrari","360",2002,"premium unleaded (required)",400,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",15,10,2774,170829,212
"299","Ferrari","360",2003,"premium unleaded (required)",400,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",15,10,2774,165986,213
"300","Ferrari","360",2003,"premium unleaded (required)",400,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",15,10,2774,154090,214
"301","Ferrari","360",2003,"premium unleaded (required)",400,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",15,10,2774,143860,215
"302","Ferrari","360",2003,"premium unleaded (required)",400,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",15,10,2774,176287,216
"303","Ferrari","360",2004,"premium unleaded (required)",400,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",15,10,2774,157767,217
"304","Ferrari","360",2004,"premium unleaded (required)",425,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,Factory Tuner,High-Performance","Compact","Coupe",15,10,2774,187124,218
"305","Ferrari","360",2004,"premium unleaded (required)",400,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",15,10,2774,147332,219
"306","Ferrari","360",2004,"premium unleaded (required)",400,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",15,10,2774,169900,220
"307","Ferrari","360",2004,"premium unleaded (required)",400,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",15,10,2774,180408,221
"308","Nissan","370Z",2015,"premium unleaded (required)",350,6,"AUTOMATIC","rear wheel drive",2,"Factory Tuner,High-Performance","Compact","Coupe",26,19,2009,45040,222
"309","Nissan","370Z",2015,"premium unleaded (required)",332,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Convertible",24,17,2009,46685,223
"310","Nissan","370Z",2015,"premium unleaded (required)",332,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",26,18,2009,34650,224
"311","Nissan","370Z",2015,"premium unleaded (required)",332,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",25,18,2009,45930,225
"312","Nissan","370Z",2015,"premium unleaded (required)",332,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Coupe",26,19,2009,35950,226
"321","Nissan","370Z",2015,"premium unleaded (required)",350,6,"MANUAL","rear wheel drive",2,"Factory Tuner,High-Performance","Compact","Coupe",26,18,2009,43740,227
"325","Nissan","370Z",2016,"premium unleaded (required)",332,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",25,18,2009,45930,228
"326","Nissan","370Z",2016,"premium unleaded (required)",332,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Convertible",24,17,2009,46685,229
"327","Nissan","370Z",2016,"premium unleaded (required)",350,6,"AUTOMATIC","rear wheel drive",2,"Factory Tuner,High-Performance","Compact","Coupe",26,19,2009,45040,230
"328","Nissan","370Z",2016,"premium unleaded (required)",332,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Coupe",26,19,2009,35950,231
"330","Nissan","370Z",2016,"premium unleaded (required)",350,6,"MANUAL","rear wheel drive",2,"Factory Tuner,High-Performance","Compact","Coupe",26,18,2009,43740,232
"334","Nissan","370Z",2016,"premium unleaded (required)",332,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",26,18,2009,34650,233
"342","Nissan","370Z",2017,"premium unleaded (required)",332,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",26,18,2009,34650,234
"343","Nissan","370Z",2017,"premium unleaded (required)",332,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Coupe",26,19,2009,35950,235
"346","Nissan","370Z",2017,"premium unleaded (required)",350,6,"MANUAL","rear wheel drive",2,"Factory Tuner,High-Performance","Compact","Coupe",26,18,2009,43740,236
"348","Nissan","370Z",2017,"premium unleaded (required)",332,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Convertible",24,17,2009,46685,237
"352","Nissan","370Z",2017,"premium unleaded (required)",332,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",25,18,2009,45930,238
"356","Nissan","370Z",2017,"premium unleaded (required)",350,6,"AUTOMATIC","rear wheel drive",2,"Factory Tuner,High-Performance","Compact","Coupe",26,19,2009,45040,239
"359","Mazda","3",2015,"regular unleaded",184,4,"MANUAL","front wheel drive",4,"Performance","Compact","Sedan",37,25,586,24445,240
"360","Mazda","3",2015,"regular unleaded",184,4,"AUTOMATIC","front wheel drive",4,"Performance","Compact","Sedan",39,28,586,25495,241
"361","Mazda","3",2015,"regular unleaded",155,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",41,30,586,20482.5,242
"362","Mazda","3",2015,"regular unleaded",155,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",41,29,586,19432.5,243
"365","Mazda","3",2015,"regular unleaded",184,4,"AUTOMATIC","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",37,27,586,25995,244
"367","Mazda","3",2015,"regular unleaded",184,4,"MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",35,26,586,24945,245
"368","Mazda","3",2015,"regular unleaded",155,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",40,30,586,21811.6666666667,246
"370","Mazda","3",2015,"regular unleaded",155,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",40,29,586,20761.6666666667,247
"381","Mazda","3",2016,"regular unleaded",155,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",41,29,586,20145,248
"382","Mazda","3",2016,"regular unleaded",155,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",41,30,586,21195,249
"383","Mazda","3",2016,"regular unleaded",184,4,"AUTOMATIC","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",37,27,586,25995,250
"384","Mazda","3",2016,"regular unleaded",155,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",40,29,586,20845,251
"385","Mazda","3",2016,"regular unleaded",155,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",40,30,586,21895,252
"390","Mazda","3",2016,"regular unleaded",184,4,"MANUAL","front wheel drive",4,"Performance","Compact","Sedan",37,25,586,24745,253
"395","Mazda","3",2016,"regular unleaded",184,4,"AUTOMATIC","front wheel drive",4,"Performance","Compact","Sedan",39,28,586,25295,254
"397","Mazda","3",2016,"regular unleaded",184,4,"MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",35,26,586,25445,255
"399","Mazda","3",2017,"regular unleaded",155,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",37,28,586,20195,256
"400","Mazda","3",2017,"regular unleaded",155,4,"MANUAL","front wheel drive",4,"N/A","Midsize","Sedan",37,27,586,19145,257
"401","Mazda","3",2017,"regular unleaded",184,4,"MANUAL","front wheel drive",4,"Performance","Midsize","Sedan",34,25,586,23145,258
"402","Mazda","3",2017,"regular unleaded",184,4,"AUTOMATIC","front wheel drive",4,"Performance","Midsize","Sedan",36,27,586,24195,259
"403","Mazda","3",2017,"regular unleaded",155,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",37,28,586,21195,260
"404","Mazda","3",2017,"regular unleaded",184,4,"AUTOMATIC","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",35,26,586,24195,261
"405","Mazda","3",2017,"regular unleaded",184,4,"MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",33,25,586,23145,262
"406","Mazda","3",2017,"regular unleaded",155,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",37,27,586,19095,263
"412","BMW","4 Series Gran Coupe",2015,"premium unleaded (required)",240,4,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Sedan",33,22,3916,42300,264
"413","BMW","4 Series Gran Coupe",2015,"premium unleaded (required)",240,4,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",34,23,3916,40300,265
"416","BMW","4 Series Gran Coupe",2015,"premium unleaded (required)",300,6,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance","Midsize","Sedan",32,21,3916,45800,266
"417","BMW","4 Series Gran Coupe",2015,"premium unleaded (required)",300,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Midsize","Sedan",31,20,3916,47800,267
"418","BMW","4 Series Gran Coupe",2016,"premium unleaded (required)",240,4,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Sedan",34,22,3916,43650,268
"419","BMW","4 Series Gran Coupe",2016,"premium unleaded (required)",300,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Midsize","Sedan",30,20,3916,49950,269
"420","BMW","4 Series Gran Coupe",2016,"premium unleaded (required)",300,6,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance","Midsize","Sedan",31,20,3916,47950,270
"421","BMW","4 Series Gran Coupe",2016,"premium unleaded (required)",240,4,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",34,23,3916,41650,271
"422","BMW","4 Series Gran Coupe",2017,"premium unleaded (recommended)",320,6,"AUTOMATIC","rear wheel drive",4,"Luxury,High-Performance","Midsize","Sedan",32,21,3916,48300,272
"423","BMW","4 Series Gran Coupe",2017,"premium unleaded (recommended)",320,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Midsize","Sedan",31,21,3916,50300,273
"424","BMW","4 Series Gran Coupe",2017,"premium unleaded (recommended)",248,4,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Sedan",33,23,3916,43950,274
"425","BMW","4 Series Gran Coupe",2017,"premium unleaded (recommended)",248,4,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance","Midsize","Sedan",34,23,3916,41950,275
"426","BMW","4 Series",2015,"premium unleaded (required)",300,6,"AUTOMATIC","all wheel drive",2,"Luxury,Performance","Midsize","Convertible",29,20,3916,56900,276
"427","BMW","4 Series",2015,"premium unleaded (required)",300,6,"AUTOMATIC","rear wheel drive",2,"Luxury,Performance","Midsize","Coupe",32,21,3916,46250,277
"428","BMW","4 Series",2015,"premium unleaded (required)",240,4,"AUTOMATIC","all wheel drive",2,"Luxury","Midsize","Convertible",33,21,3916,50750,278
"429","BMW","4 Series",2015,"premium unleaded (required)",240,4,"AUTOMATIC","all wheel drive",2,"Luxury","Midsize","Coupe",33,22,3916,42750,279
"430","BMW","4 Series",2015,"premium unleaded (required)",240,4,"AUTOMATIC","rear wheel drive",2,"Luxury","Midsize","Convertible",34,23,3916,48750,280
"431","BMW","4 Series",2015,"premium unleaded (required)",300,6,"AUTOMATIC","all wheel drive",2,"Luxury,Performance","Midsize","Coupe",30,20,3916,48250,281
"434","BMW","4 Series",2015,"premium unleaded (required)",240,4,"AUTOMATIC","rear wheel drive",2,"Luxury,Performance","Midsize","Coupe",35,23,3916,40750,282
"435","BMW","4 Series",2015,"premium unleaded (required)",300,6,"AUTOMATIC","rear wheel drive",2,"Luxury,Performance","Midsize","Convertible",31,20,3916,54900,283
"438","BMW","4 Series",2016,"premium unleaded (required)",240,4,"AUTOMATIC","all wheel drive",2,"Luxury","Midsize","Convertible",33,21,3916,52000,284
"439","BMW","4 Series",2016,"premium unleaded (required)",240,4,"AUTOMATIC","rear wheel drive",2,"Luxury","Midsize","Convertible",34,23,3916,50000,285
"440","BMW","4 Series",2016,"premium unleaded (required)",240,4,"MANUAL","rear wheel drive",2,"Luxury,Performance","Midsize","Coupe",34,22,3916,41850,286
"441","BMW","4 Series",2016,"premium unleaded (required)",300,6,"AUTOMATIC","all wheel drive",2,"Luxury,Performance","Midsize","Coupe",30,20,3916,50150,287
"442","BMW","4 Series",2016,"premium unleaded (required)",240,4,"AUTOMATIC","rear wheel drive",2,"Luxury,Performance","Midsize","Coupe",35,23,3916,41850,288
"443","BMW","4 Series",2016,"premium unleaded (required)",300,6,"AUTOMATIC","all wheel drive",2,"Luxury,Performance","Midsize","Convertible",29,20,3916,58950,289
"444","BMW","4 Series",2016,"premium unleaded (required)",240,4,"AUTOMATIC","all wheel drive",2,"Luxury","Midsize","Coupe",34,22,3916,43850,290
"445","BMW","4 Series",2016,"premium unleaded (required)",300,6,"AUTOMATIC","rear wheel drive",2,"Luxury,Performance","Midsize","Coupe",31,20,3916,48150,291
"446","BMW","4 Series",2016,"premium unleaded (required)",300,6,"AUTOMATIC","rear wheel drive",2,"Luxury,Performance","Midsize","Convertible",31,20,3916,56950,292
"447","BMW","4 Series",2017,"premium unleaded (recommended)",248,4,"AUTOMATIC","rear wheel drive",2,"Luxury","Midsize","Convertible",34,23,3916,50300,293
"448","BMW","4 Series",2017,"premium unleaded (recommended)",248,4,"AUTOMATIC","all wheel drive",2,"Luxury","Midsize","Convertible",32,22,3916,52300,294
"449","BMW","4 Series",2017,"premium unleaded (recommended)",320,6,"AUTOMATIC","all wheel drive",2,"Luxury,Performance","Midsize","Coupe",31,21,3916,50500,295
"450","BMW","4 Series",2017,"premium unleaded (recommended)",248,4,"AUTOMATIC","all wheel drive",2,"Luxury,Performance","Midsize","Coupe",33,23,3916,44150,296
"451","BMW","4 Series",2017,"premium unleaded (recommended)",248,4,"AUTOMATIC","rear wheel drive",2,"Luxury,Performance","Midsize","Coupe",34,23,3916,42150,297
"452","BMW","4 Series",2017,"premium unleaded (recommended)",320,6,"AUTOMATIC","all wheel drive",2,"Luxury,Performance","Midsize","Convertible",30,20,3916,59300,298
"453","BMW","4 Series",2017,"premium unleaded (recommended)",320,6,"AUTOMATIC","rear wheel drive",2,"Luxury,Performance","Midsize","Convertible",29,21,3916,57300,299
"454","BMW","4 Series",2017,"premium unleaded (recommended)",320,6,"AUTOMATIC","rear wheel drive",2,"Luxury,Performance","Midsize","Coupe",32,21,3916,48500,300
"455","Mercedes-Benz","400-Class",1992,"regular unleaded",268,8,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance","Midsize","Sedan",20,15,617,2168,301
"456","Mercedes-Benz","400-Class",1992,"regular unleaded",282,8,"AUTOMATIC","rear wheel drive",4,"Luxury","Large","Sedan",16,12,617,2497,302
"457","Mercedes-Benz","400-Class",1993,"regular unleaded",275,8,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance","Midsize","Sedan",22,16,617,2278,303
